"answer","question","subject","option1","option2","option3","option4","explanation"
"Battle of Scipio","In Star Wars: The Clone Wars TV series, which battle occurs on the planet Scipio, where a significant engagement takes place between Republic and Separatist forces during the Clone Wars?","Star Wars","Battle of Saleucami","Battle of Sarrish","Battle of Felucia","Battle of Onderon","The Battle of Scipio occurs on the planet Scipio in Star Wars: The Clone Wars TV series, involving a significant engagement between Republic and Separatist forces."
"Battle of Saleucami","What is the name of the battle on the jungle-covered planet Saleucami, where Republic and Separatist forces clash in various engagements throughout the Clone Wars era in Star Wars lore?","Star Wars","Battle of Sarrish","Battle of Felucia","Battle of Onderon","Battle of Anaxes","The Battle of Saleucami is the name of the battle on the jungle-covered planet Saleucami, where Republic and Separatist forces clash in various engagements throughout the Clone Wars era in Star Wars lore."
"Battle of Sarrish","In the Star Wars universe, which battle occurs on the planet Sarrish, known for its extensive crystal caves and the conflict between Republic and Separatist forces during the Clone Wars?","Star Wars","Battle of Felucia","Battle of Onderon","Battle of Anaxes","Battle of Skako Minor","The Battle of Sarrish occurs on the planet Sarrish in the Star Wars universe, known for its extensive crystal caves and the conflict between Republic and Separatist forces during the Clone Wars."
"Battle of Felucia","Which battle takes place on the lush and colorful planet Felucia in the Star Wars universe, where Republic forces engage Separatist droids and experience intense battles?","Star Wars","Battle of Onderon","Battle of Anaxes","Battle of Skako Minor","Battle of Kashyyyk","The Battle of Felucia takes place on the lush and colorful planet Felucia in the Star Wars universe, where Republic forces engage Separatist droids and experience intense battles."
"Battle of Onderon","In Star Wars: The Clone Wars TV series, what is the name of the battle that occurs on the planet Onderon, where the Republic assists rebels in their fight against the Separatists and their puppet king?","Star Wars","Battle of Anaxes","Battle of Skako Minor","Battle of Kashyyyk","Battle of Quell","In Star Wars: The Clone Wars TV series, the battle on the planet Onderon involves the Republic assisting rebels in their fight against the Separatists and their puppet king."
"Battle of Anaxes","Which battle takes place on the strategic planet Anaxes, where Republic forces engage in a crucial conflict against the Separatists during the Clone Wars in Star Wars lore?","Star Wars","Battle of Skako Minor","Battle of Kashyyyk","Battle of Quell","Battle of Cato Neimoidia","The Battle of Anaxes takes place on the strategic planet Anaxes, where Republic forces engage in a crucial conflict against the Separatists during the Clone Wars in Star Wars lore."
"Battle of Skako Minor","In Star Wars: The Clone Wars TV series, which battle occurs on the techno-industrial planet Skako Minor, known for its native species, the Skakoans, and their Techno Union army's involvement in the Clone Wars?","Star Wars","Battle of Kashyyyk","Battle of Quell","Battle of Cato Neimoidia","Battle of Lola Sayu","In Star Wars: The Clone Wars TV series, the battle on the techno-industrial planet Skako Minor involves the native species, the Skakoans, and their Techno Union army's involvement in the Clone Wars."
"Battle of Kashyyyk","What is the name of the battle that takes place on the lush Wookiee homeworld of Kashyyyk, where Wookiees fight alongside Republic forces against the Separatists during the Clone Wars in the Star Wars universe?","Star Wars","Battle of Quell","Battle of Cato Neimoidia","Battle of Lola Sayu","Battle of Umbara","The Battle of Kashyyyk is the name of the battle that takes place on the lush Wookiee homeworld of Kashyyyk, where Wookiees fight alongside Republic forces against the Separatists during the Clone Wars in the Star Wars universe."
"Battle of Quell","In Star Wars: The Clone Wars TV series, which battle occurs on the planet Quell, where Republic forces engage the Separatists, and Ahsoka Tano plays a significant role in the conflict?","Star Wars","Battle of Cato Neimoidia","Battle of Lola Sayu","Battle of Umbara","Battle of Ryloth","In Star Wars: The Clone Wars TV series, the battle on the planet Quell involves Republic forces engaging the Separatists, with Ahsoka Tano playing a significant role in the conflict."
"Battle of Cato Neimoidia","What is the name of the battle that takes place on the bridge cities of the planet Cato Neimoidia, where Jedi Master Plo Koon leads Republic forces against the Separatists during the Clone Wars in the Star Wars universe?","Star Wars","Battle of Lola Sayu","Battle of Umbara","Battle of Ryloth","Battle of Kamino","The Battle of Cato Neimoidia is the name of the battle that takes place on the bridge cities of the planet Cato Neimoidia, where Jedi Master Plo Koon leads Republic forces against the Separatists during the Clone Wars in the Star Wars universe."
"Battle of Lola Sayu","In the Star Wars: The Clone Wars TV series, what is the name of the battle that occurs on the remote prison world of Lola Sayu, where Jedi Master Plo Koon and his clone troopers confront Separatist forces?","Star Wars","Battle of Umbara","Battle of Ryloth","Battle of Kamino","Battle of Scipio","In Star Wars: The Clone Wars TV series, the battle on the remote prison world of Lola Sayu involves Jedi Master Plo Koon and his clone troopers confronting Separatist forces."
"Battle of Kiros","In the Star Wars: The Clone Wars TV series, what is the name of the battle that takes place on the planet Kiros, where Jedi Master Tiplar and Clone Trooper Tup are sent to rescue enslaved Togruta colonists?","Star Wars","Battle of Umbara","Battle of Christophsis","Battle of Teth","Battle of Ryloth","In the Star Wars: The Clone Wars TV series, the battle on the planet Kiros involves Jedi Master Tiplar and Clone Trooper Tup rescuing enslaved Togruta colonists."
"Stass Allie","Which Jedi Master is known for her distinctive cone-shaped head and is part of the Jedi Council during the Clone Wars era in the Star Wars universe?","Star Wars","Plo Koon","Saesee Tiin","Kit Fisto","Shaak Ti","Stass Allie is known for her distinctive cone-shaped head and is part of the Jedi Council during the Clone Wars era in the Star Wars universe."
"Plo Koon","In the Star Wars: The Clone Wars TV series, which Jedi Master has a unique mask and is often seen piloting starfighters, particularly during the Clone Wars era?","Star Wars","Saesee Tiin","Kit Fisto","Shaak Ti","Aayla Secura","Plo Koon, known for his unique mask, is often seen piloting starfighters, particularly during the Clone Wars era in the Star Wars universe."
"Saesee Tiin","Which Jedi Master is known for his distinctive long, curved horns and serves on the Jedi Council during the Clone Wars era in the Star Wars universe?","Star Wars","Kit Fisto","Shaak Ti","Aayla Secura","Luminara Unduli","Saesee Tiin is known for his distinctive long, curved horns and serves on the Jedi Council during the Clone Wars era in the Star Wars universe."
"Kit Fisto","In the Star Wars: The Clone Wars TV series, which Jedi Master has green skin and webbed hands, making him easily recognizable, and is known for his expertise in aquatic environments?","Star Wars","Shaak Ti","Aayla Secura","Luminara Unduli","Quinlan Vos","Kit Fisto is known for his green skin and webbed hands, which make him easily recognizable, and he is known for his expertise in aquatic environments in the Star Wars universe."
"Shaak Ti","Which Jedi Master is recognized by her distinctive headdress and serves on the Jedi Council during the Clone Wars era in the Star Wars universe?","Star Wars","Aayla Secura","Luminara Unduli","Quinlan Vos","Ki-Adi-Mundi","Shaak Ti is recognized by her distinctive headdress and serves on the Jedi Council during the Clone Wars era in the Star Wars universe."
"Aayla Secura","In the Star Wars: The Clone Wars TV series, which Jedi Master has blue skin and is often seen leading clone troopers into battle, making her easily recognizable?","Star Wars","Luminara Unduli","Quinlan Vos","Ki-Adi-Mundi","Commander Cody","Aayla Secura, with her blue skin, is often seen leading clone troopers into battle in the Star Wars: The Clone Wars TV series."
"Luminara Unduli","Which Jedi Master is recognized by her intricate face markings and serves on the Jedi Council during the Clone Wars era in the Star Wars universe?","Star Wars","Quinlan Vos","Ki-Adi-Mundi","Commander Cody","Commander Wolffe","Luminara Unduli is recognized by her intricate face markings and serves on the Jedi Council during the Clone Wars era in the Star Wars universe."
"Quinlan Vos","In the Star Wars: The Clone Wars TV series, which Jedi Master is known for his unorthodox methods and tracking skills, often partnering with Asajj Ventress in various missions?","Star Wars","Ki-Adi-Mundi","Commander Cody","Commander Wolffe","Commander Gree","Quinlan Vos is known for his unorthodox methods and tracking skills, often partnering with Asajj Ventress in various missions in the Star Wars: The Clone Wars TV series."
"Ki-Adi-Mundi","Which Jedi Master is known for his distinctive tall headdress and serves on the Jedi Council during the Clone Wars era in the Star Wars universe?","Star Wars","Commander Cody","Commander Wolffe","Commander Gree","Clone Captain Gregor","Ki-Adi-Mundi is known for his distinctive tall headdress and serves on the Jedi Council during the Clone Wars era in the Star Wars universe."
"Commander Cody","In the Star Wars: The Clone Wars TV series, who is the clone trooper commander under the leadership of Jedi General Obi-Wan Kenobi and is known for his loyalty and effectiveness in battle?","Star Wars","Commander Wolffe","Commander Gree","Clone Captain Gregor","Hoth","Commander Cody is the clone trooper commander under the leadership of Jedi General Obi-Wan Kenobi and is known for his loyalty and effectiveness in battle."
"Commander Wolffe","In the Star Wars: The Clone Wars TV series, which clone trooper commander is recognized by his distinctive cybernetic eye implant and serves under Jedi General Plo Koon?","Star Wars","Commander Gree","Clone Captain Gregor","Hoth","Endor","Commander Wolffe is recognized by his distinctive cybernetic eye implant and serves under Jedi General Plo Koon in the Star Wars: The Clone Wars TV series."
"Commander Gree","Which clone trooper commander is known for his green-colored armor and serves under Jedi General Yoda during the Clone Wars era in the Star Wars universe?","Star Wars","Clone Captain Gregor","Hoth","Endor","Felucia","Commander Gree is known for his green-colored armor and serves under Jedi General Yoda during the Clone Wars era in the Star Wars universe."
"Clone Captain Gregor","In the Star Wars: The Clone Wars TV series, which clone captain is known for his distinctive red-colored armor and is recognized for his bravery and resilience in battle, including surviving a shuttle crash?","Star Wars","Hoth","Endor","Felucia","Utapau","Clone Captain Gregor is known for his distinctive red-colored armor and is recognized for his bravery and resilience in battle, including surviving a shuttle crash in the Star Wars: The Clone Wars TV series."
